Actor,Message Eval Catagory,Current Time,Transit Time,trust score,reputation,distrust score,certainty,relative factor of certainty,expected message count,unexpected message count,total message count,time stamp,registration date,communication frequency,message transit time,average transit time,time since last communication,timeout count,alert count,other action count,SD transit time,Max CommFreq,Min TSLC,DTM response
DTM,Ex,1629408115.097007,0.39,0.050558656895670774,0,0.0,0.0010363798682477409,1.0,49,0,49,1629408115.097007,1629393715.096365,0.003402777626056139,0.39,0.20339141444371173,300.00001311302185,0,0,0,0.025777972034642514,1,100.0,Communication rate is low fromDTM
DER,Ex,1629408415.097106,0.26,0.05181899327597156,0,0.0,0.0010407195223749149,1.0,50,0,50,1629408415.097106,1629393715.096317,0.003401360361671749,0.26,0.2615760834285276,300.00010895729065,0,0,0,0.03646763012389294,1,100.0,Communication rate is low fromDER
DCM,Ex,1629408415.097113,0.28,0.0518189934509952,0,0.0,0.001040719510660631,1.0,50,0,50,1629408415.097113,1629393715.096357,0.0034013603693398915,0.28,0.2213830208736049,300.0001130104065,0,0,0,0.03216806984068284,1,100.0,Communication rate is low fromDCM
DERAS,Ex,1629408415.097117,0.17,0.051818993457858877,0,0.0,0.0010407195074197914,1.0,50,0,50,1629408415.097117,1629393715.096362,0.0034013603695605575,0.17,0.21934608829208713,300.0001139640808,0,0,0,0.033832062210643034,1,100.0,Communication rate is low fromDERAS
DTM,Ex,1629408415.097121,0.4,0.05181899341238704,0,0.0,0.0010407195073353947,1.0,50,0,50,1629408415.097121,1629393715.096365,0.003401360369284725,0.4,0.20436956661065842,300.0001139640808,0,0,0,0.025072508090350984,1,100.0,Communication rate is low fromDTM
DER,Ex,1629408715.097124,0.31,0.05307669564112066,0,0.0,0.0010448406592086083,1.0,51,0,51,1629408715.097124,1629393715.096317,0.0033999998170693812,0.31,0.26181580578779234,300.000018119812,0,0,0,0.03504115502556318,1,100.0,Communication rate is low fromDER
DCM,Ex,1629408715.097127,0.24,0.05307669504369218,0,0.0,0.0010448406759155462,1.0,51,0,51,1629408715.097127,1629393715.096357,0.0033999998254998615,0.24,0.22147473013038518,300.00001406669617,0,0,0,0.03277636910916838,1,100.0,Communication rate is low fromDCM
DERAS,Ex,1629408715.097131,0.28,0.05307669487840936,0,0.0,0.0010448406759819755,1.0,51,0,51,1629408715.097131,1629393715.096362,0.0033999998257160276,0.28,0.21964341138869456,300.00001406669617,0,0,0,0.0315963080176654,1,100.0,Communication rate is low fromDERAS
DTM,Ex,1629408715.097134,0.16,0.05307669487410513,0,0.0,0.001044840679286827,1.0,51,0,51,1629408715.097134,1629393715.096365,0.003399999825661986,0.16,0.2041531297003625,300.00001311302185,0,0,0,0.03217996730689578,1,100.0,Communication rate is low fromDTM
DER,Ex,1629409015.097138,0.23,0.05433171427884763,0,0.0,0.0010487531401153273,1.0,52,0,52,1629409015.097138,1629393715.096317,0.0033986926281109556,0.23,0.2616613601286283,300.0000138282776,0,0,0,0.03622281961387893,1,100.0,Communication rate is low fromDER
DCM,Ex,1629409015.097141,0.15,0.0543317151476084,0,0.0,0.0010487531418149603,1.0,52,0,52,1629409015.097141,1629393715.096357,0.003398692636319993,0.15,0.22112944157903064,300.00001406669617,0,0,0,0.0335483024543115,1,100.0,Communication rate is low fromDCM
DERAS,Ex,1629409015.097144,0.24,0.05433171515106273,0,0.0,0.0010487531461294145,1.0,52,0,52,1629409015.097144,1629393715.096362,0.0033986926367966467,0.24,0.219741279603172,300.00001287460327,0,0,0,0.032217235038244085,1,100.0,Communication rate is low fromDERAS
DTM,Ex,1629409015.097148,0.45,0.05433171532291501,0,0.0,0.001048753142713805,1.0,52,0,52,1629409015.097148,1629393715.096365,0.003398692636531839,0.45,0.2053294305151933,300.0000138282776,0,0,0,0.021337302439304012,1,100.0,Communication rate is low fromDTM
DER,Ex,1629409315.097151,0.3,0.055583916426112344,0,0.0,0.0010524675410598283,1.0,53,0,53,1629409315.097151,1629393715.096317,0.0033974357158063294,0.3,0.2618439250803967,300.00001311302185,0,0,0,0.03460939476949769,1,100.0,Communication rate is low fromDER
DCM,Ex,1629409315.097154,0.19,0.0555839165161929,0,0.0,0.0010524675444055324,1.0,53,0,53,1629409315.097154,1629393715.096357,0.003397435723906447,0.19,0.22098190868055181,300.00001287460327,0,0,0,0.0328703443258196,1,100.0,Communication rate is low fromDCM
DERAS,Ex,1629409315.097157,0.41,0.05558391674485897,0,0.0,0.0010524675436977872,1.0,53,0,53,1629409315.097157,1629393715.096362,0.0033974357243218376,0.41,0.22063872639749665,300.00001311302185,0,0,0,0.02599969476988145,1,100.0,Communication rate is low fromDERAS
DTM,Ex,1629409315.097161,0.38,0.05558391656383167,0,0.0,0.0010524675436173617,1.0,53,0,53,1629409315.097161,1629393715.096365,0.0033974357240622185,0.38,0.2061494801371877,300.00001311302185,0,0,0,0.02567711922257969,1,100.0,Communication rate is low fromDTM
DER,Ex,1629409615.097164,0.26,0.05683324721723073,0,0.0,0.0010559936576000795,1.0,54,0,54,1629409615.097164,1629393715.096317,0.0033962262342051804,0.26,0.26183530860805837,300.00001287460327,0,0,0,0.03509308407508847,1,100.0,Communication rate is low fromDER
DCM,Ex,1629409615.097167,0.21,0.05683324739789875,0,0.0,0.001055993659215198,1.0,54,0,54,1629409615.097167,1629393715.096357,0.00339622624209871,0.21,0.220930830035526,300.00001311302185,0,0,0,0.0322980447643537,1,100.0,Communication rate is low fromDCM
DERAS,Ex,1629409615.097171,0.38,0.056833247359680504,0,0.0,0.0010559936559216227,1.0,54,0,54,1629409615.097171,1629393715.096362,0.0033962262423024143,0.38,0.22137651007158232,300.00001406669617,0,0,0,0.02734952285648424,1,100.0,Communication rate is low fromDERAS
DTM,Ex,1629409615.097174,0.23,0.056833247355337534,0,0.0,0.0010559936601177643,1.0,54,0,54,1629409615.097174,1629393715.096365,0.0033962262423024143,0.23,0.20625939036697022,300.00001287460327,0,0,0,0.0304878368885251,1,100.0,Communication rate is low fromDTM
DER,Ex,1629409915.097177,0.22,0.05807965116800437,0,0.0,0.0010593407952724447,1.0,55,0,55,1629409915.097177,1629393715.096317,0.0033950615481684676,0.22,0.26164340352270027,300.00001311302185,0,0,0,0.03532907651043997,1,100.0,Communication rate is low fromDER
DCM,Ex,1629409915.097181,0.26,0.05807965125683588,0,0.0,0.0010593407942590606,1.0,55,0,55,1629409915.097181,1629393715.096357,0.0033950615557133013,0.26,0.22110922807189345,300.00001406669617,0,0,0,0.031107334446002596,1,100.0,Communication rate is low fromDCM
DERAS,Ex,1629409915.097184,0.16,0.05807965107568924,0,0.0,0.0010593407986088173,1.0,55,0,55,1629409915.097184,1629393715.096362,0.0033950615561629933,0.16,0.22109752593489332,300.00001287460327,0,0,0,0.032471819011136306,1,100.0,Communication rate is low fromDERAS
DTM,Ex,1629409915.097187,0.37,0.05807965130647704,0,0.0,0.0010593407977513383,1.0,55,0,55,1629409915.097187,1629393715.096365,0.0033950615561130276,0.37,0.20700029810286627,300.00001311302185,0,0,0,0.025797839280437742,1,100.0,Communication rate is low fromDTM
DER,Ex,1629410215.097190,0.24,0.0593230845352569,0,0.0,0.0010625178071437097,1.0,56,0,56,1629410215.09719,1629393715.096317,0.0033939392143999235,0.24,0.2615459107140395,300.00001287460327,0,0,0,0.03474147101032831,1,100.0,Communication rate is low fromDER
DCM,Ex,1629410215.097194,0.2,0.0593230844785074,0,0.0,0.0010625178094620079,1.0,56,0,56,1629410215.097194,1629393715.096357,0.0033939392218051293,0.2,0.22101456785632442,300.00001287460327,0,0,0,0.0318524479288048,1,100.0,Communication rate is low fromDCM
DERAS,Ex,1629410215.097197,0.33,0.05932308472209377,0,0.0,0.0010625178087404182,1.0,56,0,56,1629410215.097197,1629393715.096362,0.0033939392221974582,0.33,0.22158369769411254,300.00001311302185,0,0,0,0.028852950300500845,1,100.0,Communication rate is low fromDERAS
DTM,Ex,1629410215.097200,0.37,0.05932308467407495,0,0.0,0.0010625178095848315,1.0,56,0,56,1629410215.0972,1629393715.096365,0.0033939392221974582,0.37,0.20772474122240908,300.00001287460327,0,0,0,0.025653499093035673,1,100.0,Communication rate is low fromDTM
DER,Ex,1629410515.097204,0.22,0.060563515007191454,0,0.0,0.0010655331023202842,1.0,57,0,57,1629410515.097204,1629393715.096317,0.0033928569637391125,0.22,0.26136207925070304,300.00001406669617,0,0,0,0.034673216022860685,1,100.0,Communication rate is low fromDER
DCM,Ex,1629410515.097207,0.31,0.060563515139334445,0,0.0,0.0010655331080513706,1.0,57,0,57,1629410515.097207,1629393715.096357,0.0033928569712023634,0.31,0.2214065741653274,300.00001311302185,0,0,0,0.02928507202255645,1,100.0,Communication rate is low fromDCM
DERAS,Ex,1629410515.097210,0.32,0.06056351509820384,0,0.0,0.0010655331090342747,1.0,57,0,57,1629410515.09721,1629393715.096362,0.0033928569716357134,0.32,0.22201534814282256,300.00001287460327,0,0,0,0.02897075324588732,1,100.0,Communication rate is low fromDERAS
DTM,Ex,1629410515.097214,0.45,0.060563515146335394,0,0.0,0.0010655331047246185,1.0,57,0,57,1629410515.097214,1629393715.096365,0.0033928569713949637,0.45,0.20878271178475666,300.00001406669617,0,0,0,0.02091742802851844,1,100.0,Communication rate is low fromDTM
DER,Ex,1629410815.097217,0.29,0.06180091993457648,0,0.0,0.0010683946970034305,1.0,58,0,58,1629410815.097217,1629393715.096317,0.0033918126869746414,0.29,0.261486591949613,300.00001311302185,0,0,0,0.033250511039991514,1,100.0,Communication rate is low fromDER
DCM,Ex,1629410815.097220,0.44,0.061800920266979496,0,0.0,0.0010683947001763226,1.0,58,0,58,1629410815.09722,1629393715.096357,0.003391812694351992,0.44,0.22235286605205756,300.00001287460327,0,0,0,0.023421632390740053,1,100.0,Communication rate is low fromDCM
DERAS,Ex,1629410815.097224,0.39,0.06180092032398793,0,0.0,0.0010683946959904884,1.0,58,0,58,1629410815.097224,1629393715.096362,0.0033918126945411547,0.39,0.222739419918069,300.00001406669617,0,0,0,0.026088876209560873,1,100.0,Communication rate is low fromDERAS
DTM,Ex,1629410815.097227,0.39,0.061800920074027876,0,0.0,0.0010683946993719272,1.0,58,0,58,1629410815.097227,1629393715.096365,0.003391812694493864,0.39,0.20956046838653883,300.00001311302185,0,0,0,0.02446723054648051,1,100.0,Communication rate is low fromDTM
DER,Ex,1629411115.097230,0.37,0.0630352871232024,0,0.0,0.0010711101918792526,1.0,59,0,59,1629411115.09723,1629393715.096317,0.0033908044197999182,0.37,0.2619503244626488,300.00001287460327,0,0,0,0.030853409706048607,1,100.0,Communication rate is low fromDER
DCM,Ex,1629411115.097234,0.41,0.06303528731040303,0,0.0,0.0010711101898392074,1.0,59,0,59,1629411115.097234,1629393715.096357,0.00339080442681561,0.41,0.22315136449438921,300.00001406669617,0,0,0,0.02499709723111394,1,100.0,Communication rate is low fromDCM
DERAS,Ex,1629411115.097237,0.21,0.06303528706343882,0,0.0,0.0010711101933615875,1.0,59,0,59,1629411115.097237,1629393715.096362,0.0033908044271873023,0.21,0.22268543932519583,300.00001311302185,0,0,0,0.030967430901347726,1,100.0,Communication rate is low fromDERAS
DTM,Ex,1629411115.097240,0.16,0.0630352872629437,0,0.0,0.0010711101942128293,1.0,59,0,59,1629411115.09724,1629393715.096365,0.0033908044271873023,0.16,0.20935135248617368,300.00001287460327,0,0,0,0.030342747397199447,1,100.0,Communication rate is low fromDTM
DER,Ex,1629411415.097244,0.17,0.06426661151275516,0,0.0,0.0010736868218234638,1.0,60,0,60,1629411415.097244,1629393715.096317,0.003389830330944865,0.17,0.2615639785615453,300.00001406669617,0,0,0,0.03419943578631219,1,100.0,Communication rate is low fromDER
DCM,Ex,1629411415.097247,0.25,0.06426661139035245,0,0.0,0.0010736868283460672,1.0,60,0,60,1629411415.097247,1629393715.096357,0.0033898303380679702,0.25,0.22326370188144198,300.00001287460327,0,0,0,0.03016422438575676,1,100.0,Communication rate is low fromDCM
DERAS,Ex,1629411415.097250,0.41,0.06426661160169525,0,0.0,0.0010736868284617674,1.0,60,0,60,1629411415.09725,1629393715.096362,0.003389830338433258,0.41,0.22346591666134083,300.00001287460327,0,0,0,0.024772348160977106,1,100.0,Communication rate is low fromDERAS
DTM,Ex,1629411415.097254,0.19,0.06426661165276976,0,0.0,0.0010736868241230067,1.0,60,0,60,1629411415.097254,1629393715.096365,0.003389830338204953,0.19,0.2092710564177663,300.00001406669617,0,0,0,0.029787288493453832,1,100.0,Communication rate is low fromDTM
DER,Ex,1629411715.097257,0.38,0.06549489613123129,0,0.0,0.0010761314830386793,1.0,61,0,61,1629411715.097257,1629393715.096317,0.003388888711942576,0.38,0.26205338360881164,300.00001287460327,0,0,0,0.0300102123324959,1,100.0,Communication rate is low fromDER
DCM,Ex,1629411715.097260,0.2,0.0654948965291101,0,0.0,0.0010761314843927973,1.0,61,0,61,1629411715.09726,1629393715.096357,0.00338888871890013,0.2,0.22316796648275294,300.00001311302185,0,0,0,0.03068237082728151,1,100.0,Communication rate is low fromDCM
DERAS,Ex,1629411715.097264,0.45,0.06549489653616782,0,0.0,0.0010761314810288829,1.0,61,0,61,1629411715.097264,1629393715.096362,0.0033888887190796795,0.45,0.2243943350356796,300.00001406669617,0,0,0,0.02244829427316978,1,100.0,Communication rate is low fromDERAS
DTM,Ex,1629411715.097267,0.38,0.06549489627150341,0,0.0,0.0010761314853050452,1.0,61,0,61,1629411715.097267,1629393715.096365,0.0033888887190796795,0.38,0.2099679092487142,300.00001287460327,0,0,0,0.02438513645372241,1,100.0,Communication rate is low fromDTM
DER,Ex,1629412015.097270,0.28,0.06672015194839812,0,0.0,0.0010784507063843595,1.0,62,0,62,1629412015.09727,1629393715.096317,0.003387977965650038,0.28,0.26212633733397905,300.00001311302185,0,0,0,0.03239433590856469,1,100.0,Communication rate is low fromDER
DCM,Ex,1629412015.097274,0.15,0.06672015203235343,0,0.0,0.0010784507050776704,1.0,62,0,62,1629412015.097274,1629393715.096357,0.003387977972315136,0.15,0.2228717398978025,300.00001406669617,0,0,0,0.030831757916479366,1,100.0,Communication rate is low fromDCM
DERAS,Ex,1629412015.097277,0.21,0.06672015182379074,0,0.0,0.0010784507094895024,1.0,62,0,62,1629412015.097277,1629393715.096362,0.003387977972712393,0.21,0.22433629336214864,300.00001287460327,0,0,0,0.030339449587856643,1,100.0,Communication rate is low fromDERAS
DTM,Ex,1629412015.097280,0.33,0.0667201520889128,0,0.0,0.0010784507086183763,1.0,62,0,62,1629412015.09728,1629393715.096365,0.0033879779726682536,0.33,0.2104499658380768,300.00001311302185,0,0,0,0.026246303571550215,1,100.0,Communication rate is low fromDTM
DER,Ex,1629412315.097283,0.4,0.06794239450221465,0,0.0,0.0010806507220140003,1.0,63,0,63,1629412315.097283,1629393715.096317,0.0033870965983133377,0.4,0.2626778319846432,300.00001287460327,0,0,0,0.028869486602635285,1,100.0,Communication rate is low fromDER
DCM,Ex,1629412315.097287,0.36,0.06794239441989323,0,0.0,0.0010806507241056524,1.0,63,0,63,1629412315.097287,1629393715.096357,0.0033870966048692277,0.36,0.22341806762729333,300.00001287460327,0,0,0,0.026385745696531092,1,100.0,Communication rate is low fromDCM
DERAS,Ex,1629412315.097290,0.42,0.06794239469783865,0,0.0,0.0010806507233576442,1.0,63,0,63,1629412315.09729,1629393715.096362,0.0033870966052165596,0.42,0.2251127366424576,300.00001311302185,0,0,0,0.023863320956437735,1,100.0,Communication rate is low fromDERAS
DTM,Ex,1629412315.097294,0.34,0.0679423946429577,0,0.0,0.0010806507198530882,1.0,63,0,63,1629412315.097294,1629393715.096365,0.003387096604999477,0.34,0.21096202130907254,300.00001406669617,0,0,0,0.02573637794211608,1,100.0,Communication rate is low fromDTM
DER,Ex,1629412615.097297,0.31,0.06916164620889602,0,0.0,0.0010827374406329488,1.0,64,0,64,1629412615.097297,1629393715.096317,0.003386243210678257,0.31,0.26286413973273515,300.00001406669617,0,0,0,0.03132099951256828,1,100.0,Communication rate is low fromDER
DCM,Ex,1629412615.097300,0.32,0.06916164634276176,0,0.0,0.001082737446191938,1.0,64,0,64,1629412615.0973,1629393715.096357,0.0033862432172993263,0.32,0.22379682030326473,300.00001311302185,0,0,0,0.027557427649858027,1,100.0,Communication rate is low fromDCM
DERAS,Ex,1629412615.097303,0.24,0.06916164629488923,0,0.0,0.0010827374471753465,1.0,64,0,64,1629412615.097303,1629393715.096362,0.0033862432176837752,0.24,0.225170890014948,300.00001287460327,0,0,0,0.02947900195247909,1,100.0,Communication rate is low fromDERAS
DTM,Ex,1629412615.097307,0.39,0.06916164607059765,0,0.0,0.0010827374471070541,1.0,64,0,64,1629412615.097307,1629393715.096365,0.003386243217470192,0.39,0.21165866714055476,300.00001287460327,0,0,0,0.023538022386254805,1,100.0,Communication rate is low fromDTM
DER,Ex,1629412915.097310,0.4,0.07037793364114167,0,0.0,0.0010847165022314753,1.0,65,0,65,1629412915.09731,1629393715.096317,0.003385416491574798,0.4,0.26339567407485637,300.00001311302185,0,0,0,0.028485871299444625,1,100.0,Communication rate is low fromDER
DCM,Ex,1629412915.097313,0.31,0.07037793400247598,0,0.0,0.00108471650519479,1.0,65,0,65,1629412915.097313,1629393715.096357,0.0033854164981328605,0.31,0.22412965111290464,300.00001287460327,0,0,0,0.027661202323476422,1,100.0,Communication rate is low fromDCM
DERAS,Ex,1629412915.097317,0.18,0.07037793406639753,0,0.0,0.0010847165009383924,1.0,65,0,65,1629412915.097317,1629393715.096362,0.003385416498301016,0.18,0.2249971558225828,300.00001406669617,0,0,0,0.030001796344241865,1,100.0,Communication rate is low fromDERAS
DTM,Ex,1629412915.097321,0.27,0.07037793406195852,0,0.0,0.0010847165008710444,1.0,65,0,65,1629412915.097321,1629393715.096365,0.0033854164980908217,0.27,0.2118821971515105,300.00001406669617,0,0,0,0.027465365412255,1,100.0,Communication rate is low fromDTM
DER,Ex,1629413215.097324,0.36,0.07159128914727737,0,0.0,0.0010865932434089222,1.0,66,0,66,1629413215.097324,1629393715.096317,0.003384615209857867,0.36,0.2637643928760974,300.0000138282776,0,0,0,0.029619996581413267,1,100.0,Communication rate is low fromDER
DCM,Ex,1629413215.097327,0.18,0.07159128934285613,0,0.0,0.001086593244604602,1.0,66,0,66,1629413215.097327,1629393715.096357,0.0033846152162721253,0.18,0.22396185776266547,300.00001406669617,0,0,0,0.02975120723466197,1,100.0,Communication rate is low fromDCM
DERAS,Ex,1629413215.097330,0.25,0.0715912890619339,0,0.0,0.0010865932481650715,1.0,66,0,66,1629413215.09733,1629393715.096362,0.003384615216603184,0.25,0.2250918635656791,300.00001311302185,0,0,0,0.028846067963644754,1,100.0,Communication rate is low fromDERAS
DTM,Ex,1629413215.097334,0.42,0.07159128905748893,0,0.0,0.001086593248975477,1.0,66,0,66,1629413215.097334,1629393715.096365,0.003384615216437655,0.42,0.21266754735093876,300.00001287460327,0,0,0,0.02178215753659726,1,100.0,Communication rate is low fromDTM
DER,Ex,1629413515.097337,0.22,0.0728017473083978,0,0.0,0.0010883727629485372,1.0,67,0,67,1629413515.097337,1629393715.096317,0.003383838209527191,0.22,0.2635998650833301,300.00001311302185,0,0,0,0.032109954461698405,1,100.0,Communication rate is low fromDER
DCM,Ex,1629413515.097340,0.41,0.07280174738850834,0,0.0,0.0010883727649798848,1.0,67,0,67,1629413515.09734,1629393715.096357,0.0033838382158428134,0.41,0.2246586298309701,300.00001311302185,0,0,0,0.023618441844544837,1,100.0,Communication rate is low fromDCM
DERAS,Ex,1629413515.097344,0.35,0.07280174762705979,0,0.0,0.0010883727624505294,1.0,67,0,67,1629413515.097344,1629393715.096362,0.003383838216046543,0.35,0.22555793870162805,300.0000138282776,0,0,0,0.026096916096999694,1,100.0,Communication rate is low fromDERAS
DTM,Ex,1629413515.097347,0.19,0.07280174768135696,0,0.0,0.0010883727650323066,1.0,67,0,67,1629413515.097347,1629393715.096365,0.003383838216005797,0.19,0.21258328137565646,300.00001311302185,0,0,0,0.028448048707598664,1,100.0,Communication rate is low fromDTM
DER,Ex,1629413815.097350,0.35,0.07400934788050054,0,0.0,0.0010900598912820653,1.0,68,0,68,1629413815.09735,1629393715.096317,0.003383084403276187,0.35,0.26391986558302144,300.00001287460327,0,0,0,0.02947368673113119,1,100.0,Communication rate is low fromDER
DCM,Ex,1629413815.097354,0.22,0.07400934801863217,0,0.0,0.0010900598897692695,1.0,68,0,68,1629413815.097354,1629393715.096357,0.003383084409335645,0.22,0.22464143931498864,300.0000138282776,0,0,0,0.02891022745326067,1,100.0,Communication rate is low fromDCM
DERAS,Ex,1629413815.097357,0.33,0.074009347846636,0,0.0,0.0010900598924716137,1.0,68,0,68,1629413815.097357,1629393715.096362,0.003383084409656676,0.33,0.22594191686816617,300.00001311302185,0,0,0,0.026581076741488727,1,100.0,Communication rate is low fromDERAS
DTM,Ex,1629413815.097360,0.39,0.07400934802219684,0,0.0,0.0010900598933379156,1.0,68,0,68,1629413815.09736,1629393715.096365,0.003383084409656676,0.39,0.21323315946585553,300.00001287460327,0,0,0,0.02301219619110905,1,100.0,Communication rate is low fromDTM
DER,Ex,1629414115.097364,0.37,0.07521413249846251,0,0.0,0.0010916592243254953,1.0,69,0,69,1629414115.097364,1629393715.096317,0.0033823527675994353,0.37,0.2643070193582659,300.00001406669617,0,0,0,0.028712122340896748,1,100.0,Communication rate is low fromDER
DCM,Ex,1629414115.097367,0.19,0.07521413239407959,0,0.0,0.0010916592297733419,1.0,69,0,69,1629414115.097367,1629393715.096357,0.0033823527737266135,0.19,0.2245154704447523,300.00001311302185,0,0,0,0.029041710748369687,1,100.0,Communication rate is low fromDCM
DERAS,Ex,1629414115.097371,0.36,0.07521413258054135,0,0.0,0.0010916592263540844,1.0,69,0,69,1629414115.097371,1629393715.096362,0.0033823527738847344,0.36,0.2264276345606728,300.00001406669617,0,0,0,0.02545346732109847,1,100.0,Communication rate is low fromDERAS
DTM,Ex,1629414115.097374,0.44,0.07521413264031618,0,0.0,0.0010916592263540844,1.0,69,0,69,1629414115.097374,1629393715.096365,0.0033823527738847344,0.44,0.2140518123197694,300.00001406669617,0,0,0,0.020347916113502205,1,100.0,Communication rate is low fromDTM
DER,Ex,1629414415.097377,0.22,0.07641614570278467,0,0.0,0.001093175148418701,1.0,70,0,70,1629414415.097377,1629393715.096317,0.003381642338909598,0.22,0.2641476415907901,300.00001311302185,0,0,0,0.031445051831021475,1,100.0,Communication rate is low fromDER
DCM,Ex,1629414415.097381,0.29,0.07641614608413393,0,0.0,0.0010931751468448287,1.0,70,0,70,1629414415.097381,1629393715.096357,0.0033816423447909118,0.29,0.22475018202021915,300.00001406669617,0,0,0,0.02720556362701019,1,100.0,Communication rate is low fromDCM
DERAS,Ex,1629414415.097384,0.15,0.07641614584478591,0,0.0,0.001093175151302035,1.0,70,0,70,1629414415.097384,1629393715.096362,0.0033816423451414534,0.15,0.2261546787229561,300.00001287460327,0,0,0,0.029183563394944212,1,100.0,Communication rate is low fromDERAS
DTM,Ex,1629414415.097387,0.19,0.07641614584478591,0,0.0,0.0010931751504206666,1.0,70,0,70,1629414415.097387,1629393715.096365,0.0033816423451025045,0.19,0.21396621868162077,300.00001311302185,0,0,0,0.027937178443171957,1,100.0,Communication rate is low fromDTM
DER,Ex,1629414715.097391,0.23,0.07761543553772778,0,0.0,0.0010946118076120444,1.0,71,0,71,1629414715.097391,1629393715.096317,0.003380952208067023,0.23,0.2640265506631632,300.0000138282776,0,0,0,0.0311054061640425,1,100.0,Communication rate is low fromDER
DCM,Ex,1629414715.097394,0.19,0.07761543542598283,0,0.0,0.0010946118130179712,1.0,71,0,71,1629414715.097394,1629393715.096357,0.0033809522140166737,0.19,0.22462738985760353,300.00001287460327,0,0,0,0.028635018265559992,1,100.0,Communication rate is low fromDCM
DERAS,Ex,1629414715.097397,0.24,0.07761543574244448,0,0.0,0.0010946118122474712,1.0,71,0,71,1629414715.097397,1629393715.096362,0.0033809522143237528,0.24,0.2262034298542133,300.00001311302185,0,0,0,0.028063566961952568,1,100.0,Communication rate is low fromDERAS
DTM,Ex,1629414715.097400,0.15,0.07761543567986733,0,0.0,0.0010946118131173906,1.0,71,0,71,1629414715.0974,1629393715.096365,0.0033809522143237528,0.15,0.21374177580905368,300.00001287460327,0,0,0,0.02804276843158291,1,100.0,Communication rate is low fromDTM
DER,Ex,1629415015.097404,0.15,0.07881205014806719,0,0.0,0.0010959731666487622,1.0,72,0,72,1629415015.097404,1629393715.096317,0.0033802815176432856,0.15,0.26362785643007525,300.00001311302185,0,0,0,0.03138509194816723,1,100.0,Communication rate is low fromDER
DCM,Ex,1629415015.097407,0.26,0.07881205053729393,0,0.0,0.0010959731685502437,1.0,72,0,72,1629415015.097407,1629393715.096357,0.0033802815235079754,0.26,0.2247506393702948,300.00001311302185,0,0,0,0.027453314519168038,1,100.0,Communication rate is low fromDCM
DERAS,Ex,1629415015.097410,0.39,0.07881205048181793,0,0.0,0.0010959731695316536,1.0,72,0,72,1629415015.09741,1629393715.096362,0.0033802815238485055,0.39,0.2267721679449973,300.00001287460327,0,0,0,0.023823648367986484,1,100.0,Communication rate is low fromDERAS
DTM,Ex,1629415015.097414,0.31,0.07881205054445212,0,0.0,0.0010959731651153093,1.0,72,0,72,1629415015.097414,1629393715.096365,0.0033802815236593222,0.31,0.21407484924916076,300.00001406669617,0,0,0,0.025292373668726664,1,100.0,Communication rate is low fromDTM
DER,Ex,1629415315.097417,0.2,0.08000604116535964,0,0.0,0.0010972629763900126,1.0,73,0,73,1629415315.097417,1629393715.096317,0.0033796294575089625,0.2,0.26340845002859226,300.00001311302185,0,0,0,0.030910856387539605,1,100.0,Communication rate is low fromDER
DCM,Ex,1629415315.097421,0.35,0.08000604130416779,0,0.0,0.0010972629756148783,1.0,73,0,73,1629415315.097421,1629393715.096357,0.0033796294631791702,0.35,0.22518104954428,300.0000138282776,0,0,0,0.025006466289527043,1,100.0,Communication rate is low fromDCM
DERAS,Ex,1629415315.097424,0.33,0.08000604137581072,0,0.0,0.0010972629748397438,1.0,73,0,73,1629415315.097424,1629393715.096362,0.0033796294634776025,0.33,0.22712568791778842,300.00001406669617,0,0,0,0.025757293254655363,1,100.0,Communication rate is low fromDERAS
DTM,Ex,1629415315.097427,0.15,0.08000604105341758,0,0.0,0.0010972629791998752,1.0,73,0,73,1629415315.097427,1629393715.096365,0.0033796294634776025,0.15,0.2138561637568428,300.00001287460327,0,0,0,0.02766404317413615,1,100.0,Communication rate is low fromDTM
DER,Ex,1629415615.097430,0.44,0.08119746025286093,0,0.0,0.0010984848139473165,1.0,74,0,74,1629415615.09743,1629393715.096317,0.0033789952620725122,0.44,0.26400910155910723,300.00001287460327,0,0,0,0.025216389083325647,1,100.0,Communication rate is low fromDER
DCM,Ex,1629415615.097434,0.44,0.08119746019550099,0,0.0,0.001098484814880108,1.0,74,0,74,1629415615.097434,1629393715.096357,0.003378995267627211,0.44,0.2259092493763333,300.00001311302185,0,0,0,0.021140034494322488,1,100.0,Communication rate is low fromDCM
DERAS,Ex,1629415615.097437,0.37,0.08119746013814104,0,0.0,0.0010984848158607351,1.0,74,0,74,1629415615.097437,1629393715.096362,0.0033789952679582854,0.37,0.22760837140455265,300.00001287460327,0,0,0,0.024338354743924935,1,100.0,Communication rate is low fromDERAS
DTM,Ex,1629415615.097440,0.18,0.08119746046079077,0,0.0,0.001098484814975779,1.0,74,0,74,1629415615.09744,1629393715.096365,0.0033789952679214993,0.18,0.2137421699394797,300.00001311302185,0,0,0,0.027252341792242136,1,100.0,Communication rate is low fromDTM
DER,Ex,1629415915.097443,0.44,0.08238636104604874,0,0.0,0.00109964207424748,1.0,75,0,75,1629415915.097443,1629393715.096317,0.0033783782070168473,0.44,0.2645996750438082,300.00001311302185,0,0,0,0.025103400961444016,1,100.0,Communication rate is low fromDER
