Actor,Message Eval Catagory,Current Time,Transit Time,trust score,reputation,distrust score,certainty,expected message count,unexpected message count,total message count,time stamp,registration date,communication frequency,message transit time,average transit time,time since last communication,timeout count,alert count,other action count,SD transit time,relative factor of certainty
DER,N,1608189885.719586,30,-0.0,0,0.0,0.0,1,3,4,1608190788.783117,1608189872.71953,0.006485438449766234,30.0,10.893162393162394,90.0,0,0,0,16.87401264266018,0.4
DERAS,Ux,1608189886.719590,21,-1.8297752973310382e-08,0,3.1592001972486773e-13,7.898000493121693e-14,0,4,4,1608190808.783117,1608189871.719525,0.006474565897224052,21.0,11.554179566563468,30.0,0,0,0,19.394050772501267,0.8
DCM,Dis,1608189887.719595,20,-1.4221300635423532e-22,0,1.2413816008553717e-27,1.7734022869362454e-28,1,7,8,1608190828.783117,1608189869.719499,0.012906494377926849,20.0,17.37769841269841,90.0,0,0,0,19.78461833553187,0.6000000000000001
DERAS,Ex,1608189888.719599,45,-3.0802201923174604e-12,0,4.090394908164389e-17,1.0225987270410973e-17,1,4,5,1608190848.783117,1608189871.719525,0.008092227962726694,45.0,13.146837682441397,30.0,0,0,0,21.145720103527847,0.48
DERAS,Ex,1608189889.719604,37,-3.88587516275617e-16,0,1.0591540269260348e-20,2.647885067315087e-21,2,4,6,1608190868.783117,1608189871.719525,0.009710132371436557,37.0,14.231072333239517,10.0,0,0,0,22.058569551654195,0.2666666666666667
DER,Dis,1608189890.719608,25,-0.0,0,0.0,0.0,1,4,5,1608190888.783117,1608189872.71953,0.00810444056438413,25.0,11.506503158677072,90.0,0,0,0,17.307304785311707,0.48
DTM,Ind,1608189891.719613,43,-1.912515704853405e-08,0,3.661946390558218e-14,9.154865976395545e-15,0,4,4,1608190908.783117,1608189870.719519,0.0064622052706653785,43.0,18.5265625,270.0,0,0,0,27.228322130686823,0.8
DER,Dis,1608189892.719617,19,-0.0,0,0.0,0.0,1,5,6,1608190928.783117,1608189872.71953,0.00972408332275118,19.0,11.80624303232999,30.0,0,0,0,17.45697367065853,0.5333333333333334
DERAS,Dis,1608189893.719621,28,-1.2709848323112417e-19,0,7.344217493271394e-25,1.4688434986542787e-25,2,5,7,1608190948.783117,1608189871.719525,0.011325600369782326,28.0,14.760646474268766,70.0,0,0,0,22.378966480939503,0.3428571428571429
DER,Ind,1608189894.719626,19,-0.0,0,0.0,0.0,1,6,7,1608190968.783117,1608189872.71953,0.01134290786587701,19.0,12.072678475577026,30.0,0,0,0,17.588174134123093,0.5714285714285715
DTM,Ux,1608189895.719630,27,-4.577432988197773e-13,0,4.224432152796386e-18,8.44886430559277e-19,0,5,5,1608190988.783117,1608189870.719519,0.0080752206383521,27.0,18.829185267857145,70.0,0,0,0,27.365214480293222,0.8
DER,Ex,1608189896.719634,29,-0.0,0,0.0,0.0,2,6,8,1608191008.783117,1608189872.71953,0.012960890987154356,29.0,12.65637921779851,30.0,0,0,0,18.05046197063019,0.4
DERAS,Dis,1608189897.719638,23,-8.519292292194817e-24,0,6.516024034629526e-29,1.0860040057715876e-29,2,6,8,1608191028.783117,1608189871.719525,0.012938798529873877,23.0,15.03529159179314,70.0,0,0,0,22.508143418045897,0.4
DER,Dis,1608189898.719643,30,-0.0,0,0.0,0.0,2,7,9,1608191048.783117,1608189872.71953,0.014578381071682906,30.0,13.215850855934042,30.0,0,0,0,18.497643042705963,0.4444444444444445
DERAS,Ind,1608189899.719647,45,-7.384827239246796e-28,0,1.6390751347137304e-32,2.3415359067339005e-33,2,7,9,1608191068.783117,1608189871.719525,0.01455369159455759,45.0,15.971688729549605,30.0,0,0,0,23.414507800953114,0.4444444444444445
DERAS,Dis,1608189900.719652,35,-1.8263980072524423e-31,0,1.4538899032068706e-35,1.8173623790085883e-36,2,8,10,1608191088.783117,1608189871.719525,0.016169607359195756,35.0,16.548304222593558,10.0,0,0,0,23.83072771256632,0.48
DTM,Dis,1608189901.719656,45,-5.069318583355662e-17,0,3.5708403793841605e-22,5.951400632306934e-23,0,6,6,1608191108.783117,1608189870.719519,0.009685533550355563,45.0,19.59891511292017,110.0,0,0,0,27.980330592430686,0.8
DCM,Dis,1608189902.719660,15,-1.4009878066796337e-26,0,4.415022296411103e-32,5.518777870513879e-33,1,8,9,1608191128.783117,1608189869.719499,0.01450401132910719,15.0,17.309764172335598,290.0,0,0,0,19.745961571072467,0.6222222222222222
DCM,Ind,1608189903.719664,21,-4.9117123047573525e-31,0,5.122445428398224e-35,5.691606031553583e-36,1,9,10,1608191148.783117,1608189869.719499,0.016114318483114433,21.0,17.412270723104054,10.0,0,0,0,19.787828139621,0.6400000000000001
DER,Ex,1608189904.719669,43,-0.0,0,0.0,0.0,3,7,10,1608191168.783117,1608189872.71953,0.016191668367820305,43.0,14.020827859827717,110.0,0,0,0,19.400704674373188,0.32000000000000006
DTM,Ux,1608189905.719673,18,-4.165980442614854e-21,0,5.378553209924202e-26,7.68364744274886e-27,0,7,7,1608191188.783117,1608189870.719519,0.011296822257114878,18.0,19.556838399422272,70.0,0,0,0,27.95734171946192,0.8
DER,Ux,1608189906.719677,20,-0.0,0,0.0,0.0,3,8,11,1608191208.783117,1608189872.71953,0.017808602248298794,20.0,14.174139965985981,30.0,0,0,0,19.46999178998531,0.3636363636363637
DCM,Ind,1608189907.719682,27,-5.634689971238047e-34,0,9.431443292710585e-39,9.431443292710585e-40,1,10,11,1608191228.783117,1608189869.719499,0.017721543930771622,27.0,17.651963955026453,70.0,0,0,0,19.939339138614802,0.6545454545454545
DTM,Ux,1608189908.719686,38,-6.146917954199088e-25,0,1.269553317057698e-29,1.5869416463221227e-30,0,8,8,1608191248.783117,1608189870.719519,0.012908433609708826,38.0,20.006671609192463,50.0,0,0,0,28.252547693965642,0.8
DTM,Ux,1608189909.719690,36,-1.4282474816899105e-28,0,1.6591848324768682e-32,1.8435387027520758e-33,0,9,9,1608191268.783117,1608189870.719519,0.014521160143353723,36.0,20.387465142306926,10.0,0,0,0,28.48539561151557,0.8
DCM,Ux,1608189910.719696,45,-1.0280273189054537e-37,0,2.673748668858987e-42,2.4306806080536243e-43,1,11,12,1608191288.783117,1608189869.719499,0.01932907190831751,45.0,18.287964793281652,50.0,0,0,0,20.633997559198427,0.6666666666666667
DTM,Dis,1608189911.719701,17,-1.8435387027520757e-31,0,7.930942747966644e-36,7.930942747966644e-37,0,10,10,1608191308.783117,1608189870.719519,0.016132579837069238,17.0,20.310477298163587,30.0,0,0,0,28.454114519920687,0.8
DERAS,N,1608189912.719705,15,-1.5992788935275577e-34,0,6.434635239440783e-40,7.149594710489759e-41,2,9,11,1608191328.783117,1608189871.719525,0.017773476497813624,15.0,16.513897462091478,230.0,0,0,0,23.812017261280783,0.5090909090909091
DTM,Dis,1608189913.719709,37,-8.724037022763308e-35,0,4.1279405795995336e-39,3.7526732541813944e-40,0,11,11,1608191348.783117,1608189870.719519,0.01774382333902004,37.0,20.673293009073074,30.0,0,0,0,28.681028710719207,0.8
DERAS,Dis,1608189914.719713,33,-7.006602816279964e-39,0,2.4641497452939283e-43,2.4641497452939284e-44,2,10,12,1608191368.783117,1608189871.719525,0.019386892374391465,33.0,16.864665601195917,30.0,0,0,0,24.046224058607145,0.5333333333333334
DERAS,Dis,1608189915.719717,45,-2.6612817249174426e-42,0,3.152781213914041e-46,2.8661647399218555e-47,2,11,13,1608191388.783117,1608189871.719525,0.02100123857808026,45.0,17.450818401171002,10.0,0,0,0,24.581018560407138,0.5538461538461539
DERAS,Ux,1608189916.719722,29,-3.3820743931077897e-45,0,4.4447294022627225e-49,3.7039411685522686e-50,2,12,14,1608191408.783117,1608189871.719525,0.02261522847825975,29.0,17.686515984820574,10.0,0,0,0,24.712208203839264,0.5714285714285715
DERAS,Ux,1608189917.719726,20,-4.741044695746904e-48,0,6.84438458404984e-52,5.264911218499877e-53,2,13,15,1608191428.783117,1608189871.719525,0.024229003857496587,20.0,17.73278566512416,10.0,0,0,0,24.723606822851917,0.5866666666666668
DCM,Ind,1608189918.719731,45,-2.892509923583813e-41,0,2.7549773690482394e-46,2.295814474206866e-47,1,12,13,1608191448.783117,1608189869.719499,0.020929595388138447,45.0,18.81173018949182,150.0,0,0,0,21.1885597315786,0.676923076923077
DER,Dis,1608189919.719735,41,-0.0,0,0.0,0.0,3,9,12,1608191468.783117,1608189872.71953,0.019412248399912773,41.0,14.69002188971702,250.0,0,0,0,19.998592438723573,0.4
DCM,N,1608189920.719739,37,-2.9616006717268573e-45,0,1.5374362213891095e-49,1.182643247222392e-50,1,13,14,1608191488.783117,1608189869.719499,0.022536943924379802,37.0,19.15490509157688,30.0,0,0,0,21.477527122934056,0.6857142857142858
DCM,N,1608189921.719744,27,-1.6438741136391248e-48,0,2.7717322987326764e-52,1.9798087848090544e-53,1,14,15,1608191508.783117,1608189869.719499,0.02414501115475847,27.0,19.300184626918046,10.0,0,0,0,21.560207891939648,0.6933333333333334
DCM,N,1608189922.719748,31,-2.9499150893654913e-51,0,5.353482107527843e-55,3.5689880716852286e-56,1,15,16,1608191528.783117,1608189869.719499,0.025752761717407435,31.0,19.512908542792264,10.0,0,0,0,21.704277356722972,0.7000000000000001
DCM,Ind,1608189923.719752,45,-5.674691033979513e-54,0,1.1028702839136982e-57,6.892939274460614e-59,1,16,17,1608191548.783117,1608189869.719499,0.027360689106688343,45.0,19.968035175956686,10.0,0,0,0,22.162881105238533,0.7058823529411765
DER,N,1608189924.719756,15,-0.0,0,0.0,0.0,3,10,13,1608191568.783117,1608189872.71953,0.021022625266230322,15.0,14.695460102178124,90.0,0,0,0,19.994070465682874,0.4307692307692308
DER,Ex,1608189925.719760,36,-0.0,0,0.0,0.0,4,10,14,1608191588.783117,1608189872.71953,0.022637854599054704,36.0,15.062779755588847,10.0,0,0,0,20.315563049433813,0.3428571428571429
DERAS,Ex,1608189926.719764,24,-6.686437247494844e-51,0,5.199185976532657e-56,3.9993738281020434e-57,3,13,16,1608191608.783117,1608189871.719525,0.02582735102496442,24.0,17.839009636901718,170.0,0,0,0,24.768902691115738,0.5
DTM,Ind,1608189927.719768,45,-4.5032079050176734e-38,0,2.5801334104869167e-43,2.150111175405764e-44,0,12,12,1608191628.783117,1608189870.719519,0.019337215700591038,45.0,21.078738125588522,270.0,0,0,0,28.99119127252972,0.8
DCM,Dis,1608189928.719772,36,-1.1649067373838437e-56,0,2.6810421278952164e-61,1.577083604644245e-62,1,17,18,1608191648.783117,1608189869.719499,0.028957116226503578,36.0,20.230854271432808,90.0,0,0,0,22.36778052059604,0.7111111111111111
DERAS,Dis,1608189929.719777,33,-5.479142144499799e-55,0,1.5903094471872797e-59,1.1359353194194855e-60,3,14,17,1608191668.783117,1608189871.719525,0.02743455097901411,33.0,18.083541739532333,50.0,0,0,0,24.925321430321496,0.5176470588235293
DERAS,Ind,1608189930.719783,21,-1.6698249195466435e-58,0,2.6395957770610587e-62,1.7597305180407058e-63,3,15,18,1608191688.783117,1608189871.719525,0.02904650172346533,21.0,18.129834727793725,10.0,0,0,0,24.93895315503791,0.5333333333333334
DERAS,Dis,1608189931.719787,44,-2.762776913323908e-61,0,4.724838774781046e-65,2.953024234238154e-66,3,16,19,1608191708.783117,1608189871.719525,0.030657808482230264,44.0,18.53405606017195,10.0,0,0,0,25.287208856016175,0.5473684210526316
DER,N,1608189932.719792,25,-0.0,0,0.0,0.0,4,11,15,1608191728.783117,1608189872.71953,0.024241133455899837,25.0,15.215660067041327,130.0,0,0,0,20.403587064859085,0.37333333333333335
DERAS,N,1608189933.719796,24,-4.931550471177717e-64,0,3.0237471573608324e-68,1.7786747984475485e-69,3,17,20,1608191748.783117,1608189871.719525,0.03226731051240956,24.0,18.616873392593586,30.0,0,0,0,25.32082412302358,0.5599999999999999
DER,N,1608189934.719800,34,-0.0,0,0.0,0.0,4,12,16,1608191768.783117,1608189872.71953,0.02585400606264553,34.0,15.4960233496228,30.0,0,0,0,20.630170345600277,0.4
DERAS,Ux,1608189935.719805,21,-3.148254393252161e-67,0,2.0659132306263646e-71,1.1477295725702026e-72,3,18,21,1608191788.783117,1608189871.719525,0.03387679558541432,21.0,18.651919372114268,30.0,0,0,0,25.329858131910786,0.5714285714285715
DCM,Ind,1608189936.719809,33,-2.8229796523131985e-60,0,4.138418273780584e-65,2.2991212632114357e-66,1,18,19,1608191808.783117,1608189869.719499,0.0305501335281922,33.0,20.41591435445552,150.0,0,0,0,22.49720769612711,0.7157894736842105
DCM,Ex,1608189937.719813,42,-4.0924358485163555e-64,0,8.516819209365431e-68,4.731566227425239e-69,2,18,20,1608191828.783117,1608189869.719499,0.032156077840040584,42.0,20.724258435106155,10.0,0,0,0,22.776620775226604,0.6400000000000001
DERAS,Ind,1608189938.719817,18,-2.146254300706279e-70,0,9.003971478243931e-75,4.7389323569704897e-76,3,19,22,1608191848.783117,1608189871.719525,0.03548327142213121,18.0,18.642737409126745,50.0,0,0,0,25.32133710586432,0.5818181818181819
DCM,Dis,1608189939.719821,33,-8.895344507559451e-67,0,6.551672425531315e-71,3.4482486450164813e-72,2,19,21,1608191868.783117,1608189869.719499,0.03375944451556821,33.0,20.89475484572968,30.0,0,0,0,22.893373346173554,0.6476190476190476
DTM,Ind,1608189940.719826,20,-2.795144528027493e-42,0,1.8721418527958213e-47,1.440109117535247e-48,0,13,13,1608191888.783117,1608189870.719519,0.020930736251107356,20.0,21.06396089099142,250.0,0,0,0,28.98104676674199,0.8
DCM,Ux,1608189941.719830,28,-6.827532317132633e-70,0,5.3208365200987754e-74,2.6604182600493876e-75,2,20,22,1608191908.783117,1608189869.719499,0.035361671814228314,28.0,20.990771672138738,30.0,0,0,0,22.945750575854277,0.6545454545454545
DERAS,Ex,1608189942.719834,21,-8.81441418396511e-74,0,2.488850410270246e-78,1.3099212685632873e-79,4,19,23,1608191928.783117,1608189871.719525,0.037085941929599506,21.0,18.674167577005054,70.0,0,0,0,25.32938595265113,0.5217391304347826
DCM,Dis,1608189943.719839,21,-5.533669980902726e-73,0,4.549263279676528e-77,2.1663158474650136e-78,2,21,23,1608191948.783117,1608189869.719499,0.03696386364854186,21.0,20.990893097505335,30.0,0,0,0,22.939706642574617,0.6608695652173914
DTM,Dis,1608189944.719843,15,-2.016152764549346e-46,0,5.192284656193376e-51,3.70877475442384e-52,0,14,14,1608191968.783117,1608189870.719519,0.022534250152342592,15.0,20.985208152147376,70.0,0,0,0,28.95589161903893,0.8
DTM,N,1608189945.719848,38,-5.56316213163576e-50,0,1.0744477959934365e-53,7.16298530662291e-55,0,15,15,1608191988.783117,1608189870.719519,0.024142020548965918,38.0,21.203346509171126,10.0,0,0,0,29.093943508640226,0.8
DERAS,Ex,1608189946.719852,22,-2.4233543468420816e-77,0,6.41908151295813e-82,3.37846395418849e-83,5,19,24,1608192008.783117,1608189871.719525,0.038687026868728915,22.0,18.716266721599926,70.0,0,0,0,25.342928437376592,0.4666666666666666
DER,Dis,1608189947.719856,29,-0.0,0,0.0,0.0,4,13,17,1608192028.783117,1608189872.71953,0.027445966318487107,29.0,15.664823057752514,250.0,0,0,0,20.743693767619632,0.42352941176470593
DCM,N,1608189948.719860,23,-4.72256854747373e-76,0,1.3612214378795077e-80,6.18737017217958e-82,2,22,24,1608192048.783117,1608189869.719499,0.038558318918346615,23.0,21.015696886425022,90.0,0,0,0,22.94641435565597,0.6666666666666667
DCM,N,1608189949.719864,26,-1.4107203992569443e-79,0,3.840795585934654e-83,1.6699111243194146e-84,2,23,25,1608192068.783117,1608189869.719499,0.04016224539652227,26.0,21.07648107073691,10.0,0,0,0,22.975163048465063,0.672
DER,Ux,1608189950.719869,15,-0.0,0,0.0,0.0,4,14,18,1608192088.783117,1608189872.71953,0.029054985998062333,15.0,15.65681314139405,50.0,0,0,0,20.736194097128283,0.4444444444444445
DERAS,N,1608189951.719873,33,-6.588004710667555e-81,0,1.4518179358830475e-85,7.259089679415237e-87,5,20,25,1608192108.783117,1608189871.719525,0.040286927235169794,33.0,18.886311165390403,90.0,0,0,0,25.448928121031376,0.48
DER,Ex,1608189952.719877,25,-0.0,0,0.0,0.0,5,14,19,1608192128.783117,1608189872.71953,0.03066585283741557,25.0,15.766732986789414,30.0,0,0,0,20.797837449274343,0.3789473684210527
DERAS,Dis,1608189953.719882,30,-1.4881133842801236e-84,0,1.0480154346019714e-88,4.990549688580816e-90,5,21,26,1608192148.783117,1608189871.719525,0.04189390613402526,30.0,19.015540105327723,30.0,0,0,0,25.520601451984,0.49230769230769234
DERAS,Dis,1608189954.719886,20,-1.0729681830448754e-87,0,2.4057817455031078e-91,1.0935371570468672e-92,5,22,27,1608192168.783117,1608189871.719525,0.04350207934571247,20.0,19.026855736300966,10.0,0,0,0,25.52070078547827,0.5037037037037038
DERAS,N,1608189955.719890,38,-2.4604586033554514e-90,0,5.835072158074194e-94,2.536987894814867e-95,5,23,28,1608192188.783117,1608189871.719525,0.04511078554493191,38.0,19.242459648388458,10.0,0,0,0,25.676408229036394,0.5142857142857142
DTM,N,1608189956.719894,21,-1.1460776490596657e-52,0,1.123583077233088e-57,7.0223942327068e-59,0,16,16,1608192208.783117,1608189870.719519,0.025734779664857658,21.0,21.20106171693325,210.0,0,0,0,29.088978103245207,0.8
DTM,N,1608189957.719899,41,-1.193807019560156e-56,0,2.6112604853762943e-60,1.5360355796331143e-61,0,17,17,1608192228.783117,1608189870.719519,0.0273417357515872,41.0,21.421049920078435,10.0,0,0,0,29.23948490425017,0.8
DERAS,Ex,1608189958.719903,16,-5.682852884385302e-93,0,2.5566306282146624e-97,1.111578534006375e-98,6,23,29,1608192248.783117,1608189871.719525,0.046714408081755754,16.0,19.20682822368089,50.0,0,0,0,25.661146263297,0.46896551724137936
DERAS,N,1608189959.719908,19,-2.6010937695749174e-96,0,6.187893355975811e-100,2.5782888983232543e-101,6,24,30,1608192268.783117,1608189871.719525,0.04832258846777359,19.0,19.204580090814794,10.0,0,0,0,25.656201466316254,0.48
DCM,Ex,1608189960.719912,16,-3.7906982522050714e-82,0,4.698192960013991e-87,2.0426925913104312e-88,3,23,26,1608192288.783117,1608189869.719499,0.04174287102068264,16.0,21.021895252771998,210.0,0,0,0,22.95117088853361,0.6153846153846154
DER,Ux,1608189961.719916,38,-0.0,0,0.0,0.0,5,15,20,1608192308.783117,1608189872.71953,0.03226342743148775,38.0,16.003257103951228,170.0,0,0,0,21.00870964588762,0.4
DERAS,Ux,1608189962.719921,37,-6.2910249119087405e-99,0,3.155742365283646e-103,1.2622969461134583e-104,6,25,31,1608192328.783117,1608189871.719525,0.0499249988031198,37.0,19.391900300385164,50.0,0,0,0,25.78691964199303,0.4903225806451613
DER,N,1608189963.719925,24,-0.0,0,0.0,0.0,5,16,21,1608192348.783117,1608189872.71953,0.03387274093400897,24.0,16.086556509118402,30.0,0,0,0,21.052214480558657,0.4190476190476191
DER,Ind,1608189964.719929,39,-0.0,0,0.0,0.0,5,17,22,1608192368.783117,1608189872.71953,0.035483915901389836,39.0,16.322777576034706,10.0,0,0,0,21.26589587137339,0.43636363636363634
DER,N,1608189965.719933,36,-0.0,0,0.0,0.0,5,18,23,1608192388.783117,1608189872.71953,0.03709474500580706,36.0,16.523565559952722,10.0,0,0,0,21.431200353606975,0.4521739130434783
DTM,N,1608189966.719937,20,-2.764864043339606e-59,0,3.7648806000192776e-64,2.091600333344043e-65,0,18,18,1608192408.783117,1608189870.719519,0.028935857784086656,20.0,21.40669588048168,170.0,0,0,0,29.230839211382364,0.8
DTM,N,1608189967.719941,25,-3.9740406333536815e-63,0,9.709898657013129e-67,5.110472977375331e-68,0,19,19,1608192428.783117,1608189870.719519,0.030541643735091138,25.0,21.442628921676864,10.0,0,0,0,29.242498094729154,0.8
DERAS,Ux,1608189968.719948,17,-3.206234243128184e-102,0,7.685594336663245e-107,2.955997821793556e-108,6,26,32,1608192448.783117,1608189871.719525,0.05151874309740507,17.0,19.36821811919323,110.0,0,0,0,25.77535538767897,0.5
rand.csv,16/12/2020
Actor,Message Eval Catagory,Current Time,Transit Time,trust score,reputation,distrust score,certainty,expected message count,unexpected message count,total message count,time stamp,registration date,communication frequency,message transit time,average transit time,time since last communication,timeout count,alert count,other action count,SD transit time,relative factor of certainty
DCM,Ind,1608189869.719499,20,-1.0,0,0.1,0.1,0,1,1,1608190655.6369128,1608189869.719499,-9.998711206101577,20.0,10.0,0,0,0,0,13.784048752090222,0.8
DTM,N,1608189870.719519,43,-1.0,0,0.1,0.1,0,1,1,1608190665.6369128,1608189870.719519,-9.998709626020911,43.0,14.333333333333334,0,0,0,0,24.681301964577692,0.8
DERAS,Dis,1608189871.719525,34,-1.0,0,0.1,0.1,0,1,1,1608190675.6369128,1608189871.719525,-9.99870803282641,34.0,8.5,0,0,0,0,16.91646141090585,0.8
DER,Ex,1608189872.719530,18,0.1,0,0.0,0.1,1,0,1,1608190685.6369128,1608189872.71953,-9.998706431383038,18.0,3.6,0,0,0,0,7.993747556684537,0.8
DER,N,1608189873.719534,32,-0.9,0,-0.0,-0.0,1,1,2,1608190705.6369128,1608189872.71953,-9.997412995329745,32.0,8.333333333333334,10.0,0,0,0,14.618481453283716,0.0
DCM,Dis,1608189874.719538,21,-2.0,0,-0.026659794975915932,-0.013329897487957966,0,2,2,1608190725.6369128,1608189869.719499,-9.997423115968473,21.0,11.571428571428571,60.0,0,0,0,14.868470956067693,0.8
DTM,Ind,1608189875.719543,30,-2.0,0,-0.022851245582567136,-0.011425622791283568,0,2,2,1608190745.6369128,1608189870.719519,-9.99741994237312,30.0,16.291666666666668,70.0,0,0,0,25.799017146284577,0.8
DCM,Dis,1608189876.719547,36,0.399896924638739,0,0.010659796467137354,0.0035532654890457847,0,3,3,1608190765.6369128,1608189869.719499,-9.996135076026707,36.0,14.285714285714285,30.0,0,0,0,17.804493814764854,0.8
DTM,Dis,1608189877.719551,28,0.34276868373850705,0,0.009136961107914407,0.0030456537026381358,0,3,3,1608190785.6369128,1608189870.719519,-9.996130270995877,28.0,17.4625,30.0,0,0,0,26.3900045712357,0.8
DCM,Ex,1608189878.719556,23,-0.10304469918232775,0,-0.0014205738375830982,-0.0004735246125276994,1,3,4,1608190805.6369128,1608189869.719499,-9.994847288800448,23.0,15.077922077922075,30.0,0,0,0,18.26781286889558,0.4
DCM,Ux,1608189879.719560,23,0.018467459888580277,0,0.000908581699844725,0.00022714542496118126,1,4,5,1608190825.6369128,1608189869.719499,-9.993559422597336,23.0,15.738095238095235,10.0,0,0,0,18.640446179376546,0.48
DER,Ind,1608189880.719565,27,0.0,0,0.0,0.0,1,2,3,1608190845.6369128,1608189872.71953,-9.996120845916655,27.0,9.76923076923077,130.0,0,0,0,15.86364170690728,0.2666666666666667
DCM,Dis,1608189881.719569,32,-0.011130125823097881,0,-0.00020175101346990755,-4.035020269398151e-05,1,5,6,1608190865.6369128,1608189869.719499,-9.992272139860829,32.0,16.899659863945576,30.0,0,0,0,19.57897668310978,0.5333333333333334
DCM,Ux,1608189882.719573,22,0.0023806619589449092,0,0.00013821883109129706,2.303647184854951e-05,1,6,7,1608190885.6369128,1608189869.719499,-9.990984689892201,22.0,17.239682539682537,10.0,0,0,0,19.73791835347076,0.5714285714285715
DERAS,Ind,1608189883.719578,23,-2.0,0,-0.007270849213259926,-0.003635424606629963,0,2,2,1608190905.6369128,1608189871.719525,-9.997417668232396,23.0,9.40625,220.0,0,0,0,17.503809109257716,0.8
DERAS,Dis,1608189884.719582,37,0.10906273819889889,0,0.008721639575231966,0.0029072131917439884,0,3,3,1608190925.6369128,1608189871.719525,-9.996126678167359,37.0,11.029411764705882,10.0,0,0,0,19.12461713060308,0.8
DER,N,1608189885.719586,30,-0.0,0,-0.0,-0.0,1,3,4,1608190945.6369128,1608189872.71953,-9.994829136171795,30.0,10.893162393162394,90.0,0,0,0,16.87401264266018,0.4
DERAS,Ux,1608189886.719590,21,-0.11628852766975953,0,-0.00309942606020047,-0.0007748565150501174,0,4,4,1608190965.6369128,1608189871.719525,-9.99483608456954,21.0,11.554179566563468,30.0,0,0,0,19.394050772501267,0.8
DCM,Dis,1608189887.719595,20,-0.001589516557549916,0,-1.073927983445251e-05,-1.5341828334932158e-06,1,7,8,1608190985.6369128,1608189869.719499,-9.989699227248304,20.0,17.37769841269841,90.0,0,0,0,19.78461833553187,0.6000000000000001
DERAS,Ex,1608189888.719599,45,0.03021940408695458,0,0.0004955880967080196,0.0001238970241770049,1,4,5,1608191005.6369128,1608189871.719525,-9.993545721896595,45.0,13.146837682441397,30.0,0,0,0,21.145720103527847,0.48
DERAS,Ex,1608189889.719604,37,-0.004708086918726186,0,-0.00013205447496897666,-3.3013618742244165e-05,2,4,6,1608191025.6369128,1608189871.719525,-9.99225535123005,37.0,14.231072333239517,10.0,0,0,0,22.058569551654195,0.2666666666666667
DER,Dis,1608189890.719608,25,0.0,0,0.0,0.0,1,4,5,1608191045.6369128,1608189872.71953,-9.99353815983665,25.0,11.506503158677072,90.0,0,0,0,17.307304785311707,0.48
DTM,Ind,1608189891.719613,43,-0.12182614810552543,0,-0.0003607802540238003,-9.019506350595008e-05,0,4,4,1608191065.6369128,1608189870.719519,-9.994844097636705,43.0,18.5265625,270.0,0,0,0,27.228322130686823,0.8
DER,Dis,1608189892.719617,19,-0.0,0,-0.0,-0.0,1,5,6,1608191085.6369128,1608189872.71953,-9.99224651577592,19.0,11.80624303232999,30.0,0,0,0,17.45697367065853,0.5333333333333334
DERAS,Dis,1608189893.719621,28,0.00158465369962772,0,8.077664186066637e-06,1.6155328372133274e-06,2,5,7,1608191105.6369128,1608189871.719525,-9.990966359659554,28.0,14.760646474268766,70.0,0,0,0,22.378966480939503,0.3428571428571429
DER,Ind,1608189894.719626,19,0.0,0,0.0,0.0,1,6,7,1608191125.6369128,1608189872.71953,-9.990955215212002,19.0,12.072678475577026,30.0,0,0,0,17.588174134123093,0.5714285714285715
DTM,Ux,1608189895.719630,27,0.004509753175297504,0,5.150682616995327e-05,1.0301365233990653e-05,0,5,5,1608191145.6369128,1608189870.719519,-9.993556442417935,27.0,18.829185267857145,70.0,0,0,0,27.365214480293222,0.8
DER,Ex,1608189896.719634,29,-0.0,0,-0.0,-0.0,2,6,8,1608191165.6369128,1608189872.71953,-9.989664238790734,29.0,12.65637921779851,30.0,0,0,0,18.05046197063019,0.4
DERAS,Dis,1608189897.719638,23,-9.370090455837299e-05,0,-5.533252450230417e-07,-9.222087417050695e-08,2,6,8,1608191185.6369128,1608189871.719525,-9.989678085204805,23.0,15.03529159179314,70.0,0,0,0,22.508143418045897,0.4
DER,Dis,1608189898.719643,30,0.0,0,0.0,0.0,2,7,9,1608191205.6369128,1608189872.71953,-9.988373410823888,30.0,13.215850855934042,30.0,0,0,0,18.497643042705963,0.4444444444444445
DERAS,Ind,1608189899.719647,45,6.271019443594472e-06,0,9.552541867193347e-08,1.3646488381704782e-08,2,7,9,1608191225.6369128,1608189871.719525,-9.988389006831394,45.0,15.971688729549605,30.0,0,0,0,23.414507800953114,0.4444444444444445
DERAS,Dis,1608189900.719652,35,-1.064426093772973e-06,0,-5.23349134668519e-08,-6.541864183356487e-09,2,8,10,1608191245.6369128,1608189871.719525,-9.98709948971021,35.0,16.548304222593558,10.0,0,0,0,23.83072771256632,0.48
DTM,Dis,1608189901.719656,45,-0.0006180819140394392,0,-4.491666474861618e-06,-7.48611079143603e-07,0,6,6,1608191265.6369128,1608189870.719519,-9.992270057817349,45.0,19.59891511292017,110.0,0,0,0,27.980330592430686,0.8
DCM,Dis,1608189902.719660,15,0.00012120044384596404,0,2.6303373404087896e-07,3.287921675510987e-08,1,8,9,1608191285.6369128,1608189869.719499,-9.98842066852749,15.0,17.309764172335598,290.0,0,0,0,19.745961571072467,0.6222222222222222
