Actor,Message Eval Catagory,Current Time,Transit Time,trust score,reputation,distrust score,certainty,expected message count,unexpected message count,total message count,time stamp,registration date,communication frequency,message transit time,average transit time,time since last communication,timeout count,alert count,other action count,SD transit time,relative factor of certainty
DCM,N,1608189920.719739,37,-1.5524999692802042e-09,0,3.5820332784904e-11,2.7554102142233848e-12,1,13,14,1608191708.655818,1608189869.719499,10.016648440729547,37.0,19.15490509157688,30.0,0,0,0,21.477527122934056,0.6857142857142858
DCM,N,1608189921.719744,27,-3.830020197770505e-10,0,2.6793554777765313e-11,1.913825341268951e-12,1,14,15,1608191728.655818,1608189869.719499,10.017836898465596,27.0,19.300184626918046,10.0,0,0,0,21.560207891939648,0.6933333333333334
DCM,N,1608189922.719748,31,-2.8515997584907367e-10,0,2.0133397666910633e-11,1.3422265111273756e-12,1,15,16,1608191748.655818,1608189869.719499,10.019025263801314,31.0,19.512908542792264,10.0,0,0,0,21.704277356722972,0.7000000000000001
DCM,Ind,1608189923.719752,45,-2.1341401526925273e-10,0,1.518990612074304e-11,9.4936913254644e-13,1,16,17,1608191768.655818,1608189869.719499,10.020213378970851,45.0,19.968035175956686,10.0,0,0,0,22.162881105238533,0.7058823529411765
DER,N,1608189924.719756,15,-0.0,0,0.0,0.0,3,10,13,1608191788.655818,1608189872.71953,10.015511865572991,15.0,14.695460102178124,90.0,0,0,0,19.994070465682874,0.4307692307692308
DER,Ex,1608189925.719760,36,-0.0,0,0.0,0.0,4,10,14,1608191808.655818,1608189872.71953,10.016704289139916,36.0,15.062779755588847,10.0,0,0,0,20.315563049433813,0.3428571428571429
DERAS,Ex,1608189926.719764,24,-6.19985046005977e-10,0,1.870118831212388e-12,1.4385529470864522e-13,3,13,16,1608191828.655818,1608189871.719525,10.019066855782544,24.0,17.839009636901718,170.0,0,0,0,24.768902691115738,0.5
DTM,Ind,1608189927.719768,45,-9.44188249732058e-08,0,2.8015904789918913e-10,2.334658732493243e-11,0,12,12,1608191848.655818,1608189870.719519,10.014282500635735,45.0,21.078738125588522,270.0,0,0,0,28.99119127252972,0.8
DCM,Dis,1608189928.719772,36,-1.6044338340034835e-10,0,1.2779305489561868e-12,7.517238523271687e-14,1,17,18,1608191868.655818,1608189869.719499,10.021397030780685,36.0,20.230854271432808,90.0,0,0,0,22.36778052059604,0.7111111111111111
DERAS,Dis,1608189929.719777,33,-1.9708175375084395e-11,0,2.0892789564203524e-13,1.492342111728823e-14,3,14,17,1608191888.655818,1608189871.719525,10.02025553098195,33.0,18.083541739532333,50.0,0,0,0,24.925321430321496,0.5176470588235293
DERAS,Ind,1608189930.719783,21,-2.19374290424137e-12,0,1.196434049258076e-13,7.97622699505384e-15,3,15,18,1608191908.655818,1608189871.719525,10.021445818747711,21.0,18.129834727793725,10.0,0,0,0,24.93895315503791,0.5333333333333334
DERAS,Dis,1608189931.719787,44,-1.2522676382234528e-12,0,7.001307646416524e-14,4.375817279010327e-15,3,16,19,1608191928.655818,1608189871.719525,10.022635479632248,44.0,18.53405606017195,10.0,0,0,0,25.287208856016175,0.5473684210526316
DER,N,1608189932.719792,25,-0.0,0,0.0,0.0,4,11,15,1608191948.655818,1608189872.71953,10.017890237539929,25.0,15.215660067041327,130.0,0,0,0,20.403587064859085,0.37333333333333335
DERAS,N,1608189933.719796,24,-7.307614855947246e-13,0,1.3919008687723509e-14,8.187652169249123e-16,3,17,20,1608191968.655818,1608189871.719525,10.02382401698077,24.0,18.616873392593586,30.0,0,0,0,25.32082412302358,0.5599999999999999
DER,N,1608189934.719800,34,-0.0,0,0.0,0.0,4,12,16,1608191988.655818,1608189872.71953,10.019081142457317,34.0,15.4960233496228,30.0,0,0,0,20.630170345600277,0.4
DERAS,Ux,1608189935.719805,21,-1.4492144339570947e-13,0,2.8142167061788773e-15,1.563453725654932e-16,3,18,21,1608192008.655818,1608189871.719525,10.025013141760205,21.0,18.651919372114268,30.0,0,0,0,25.329858131910786,0.5714285714285715
DCM,Ind,1608189936.719809,33,-1.345585695665632e-11,0,6.47148953140282e-14,3.595271961890456e-15,1,18,19,1608192028.655818,1608189869.719499,10.022576246178984,33.0,20.41591435445552,150.0,0,0,0,22.49720769612711,0.7157894736842105
DCM,Ex,1608189937.719813,42,-6.399584092165011e-13,0,4.1515955426050477e-14,2.3064419681139153e-15,2,18,20,1608192048.655818,1608189869.719499,10.023763468739215,42.0,20.724258435106155,10.0,0,0,0,22.776620775226604,0.6400000000000001
DERAS,Ind,1608189938.719817,18,-2.9236584669747225e-14,0,3.4657107598320974e-16,1.8240582946484723e-17,3,19,22,1608192068.655818,1608189871.719525,10.026200783824816,18.0,18.642737409126745,50.0,0,0,0,25.32133710586432,0.5818181818181819
DCM,Dis,1608189939.719821,33,-4.336110900054161e-13,0,9.483675396632091e-15,4.991408103490575e-16,2,19,21,1608192088.655818,1608189869.719499,10.024949393252903,33.0,20.89475484572968,30.0,0,0,0,22.893373346173554,0.6476190476190476
DTM,Ind,1608189940.719826,20,-3.035056352241216e-09,0,9.727197863894168e-12,7.482459895303206e-13,0,13,13,1608192108.655818,1608189870.719519,10.015462580199692,20.0,21.06396089099142,250.0,0,0,0,28.98104676674199,0.8
DCM,Ux,1608189941.719830,28,-9.882988044911337e-14,0,2.1837614426859853e-15,1.0918807213429926e-16,2,20,22,1608192128.655818,1608189869.719499,10.02613531571519,28.0,20.990771672138738,30.0,0,0,0,22.945750575854277,0.6545454545454545
DERAS,Ex,1608189942.719834,21,-3.3927484280461584e-15,0,2.590212936486451e-17,1.3632699665718163e-18,4,19,23,1608192148.655818,1608189871.719525,10.027387157435545,21.0,18.674167577005054,70.0,0,0,0,25.32938595265113,0.5217391304347826
DCM,Dis,1608189943.719839,21,-2.2711119003934247e-14,0,5.06493539012829e-16,2.4118739952991856e-17,2,21,23,1608192168.655818,1608189869.719499,10.027321040915291,21.0,20.990893097505335,30.0,0,0,0,22.939706642574617,0.6608695652173914
DTM,Dis,1608189944.719843,15,-1.0475443853424489e-10,0,1.199186806641026e-12,8.5656200474359e-14,0,14,14,1608192188.655818,1608189870.719519,10.01664913193992,15.0,20.985208152147376,70.0,0,0,0,28.95589161903893,0.8
DTM,N,1608189945.719848,38,-1.284843007115385e-11,0,1.0297078809399032e-12,6.864719206266022e-14,0,15,15,1608192208.655818,1608189870.719519,10.01783754160471,38.0,21.203346509171126,10.0,0,0,0,29.093943508640226,0.8
DERAS,Ex,1608189946.719852,22,-2.52204943815786e-16,0,1.7317426112782137e-18,9.114434796201124e-20,5,19,24,1608192228.655818,1608189871.719525,10.028572864904724,22.0,18.716266721599926,70.0,0,0,0,25.342928437376592,0.4666666666666666
DER,Dis,1608189947.719856,29,-0.0,0,0.0,0.0,4,13,17,1608192248.655818,1608189872.71953,10.02026234316218,29.0,15.664823057752514,250.0,0,0,0,20.743693767619632,0.42352941176470593
DCM,N,1608189948.719860,23,-5.257885309752224e-15,0,3.9416640780022744e-17,1.7916654900010337e-18,2,22,24,1608192268.655818,1608189869.719499,10.028502385346865,23.0,21.015696886425022,90.0,0,0,0,22.94641435565597,0.6666666666666667
DCM,N,1608189949.719864,26,-4.084997317202357e-16,0,2.7774195891545576e-17,1.2075737344150249e-18,2,23,25,1608192288.655818,1608189869.719499,10.029688766460781,26.0,21.07648107073691,10.0,0,0,0,22.975163048465063,0.672
DER,Ux,1608189950.719869,15,-0.0,0,0.0,0.0,4,14,18,1608192308.655818,1608189872.71953,10.021451465739228,15.0,15.65681314139405,50.0,0,0,0,20.736194097128283,0.4444444444444445
DERAS,N,1608189951.719873,33,-1.7773147852592192e-17,0,9.750993750607985e-20,4.8754968753039926e-21,5,20,25,1608192328.655818,1608189871.719525,10.029757023447209,33.0,18.886311165390403,90.0,0,0,0,25.448928121031376,0.48
DER,Ex,1608189952.719877,25,-0.0,0,0.0,0.0,5,14,19,1608192348.655818,1608189872.71953,10.022641338180216,25.0,15.766732986789414,30.0,0,0,0,20.797837449274343,0.3789473684210527
DERAS,Dis,1608189953.719882,30,-9.994768594373184e-19,0,1.6853704047210634e-20,8.025573355814587e-22,5,21,26,1608192368.655818,1608189871.719525,10.030944309434268,30.0,19.015540105327723,30.0,0,0,0,25.520601451984,0.49230769230769234
DERAS,Dis,1608189954.719886,20,-1.7254982715001362e-19,0,8.922101822570373e-21,4.055500828441079e-22,5,22,27,1608192388.655818,1608189871.719525,10.032133010140111,20.0,19.026855736300966,10.0,0,0,0,25.52070078547827,0.5037037037037038
DERAS,N,1608189955.719890,38,-9.124876863992428e-20,0,4.813062650212396e-21,2.0926359348749549e-22,5,23,28,1608192408.655818,1608189871.719525,10.033321382347069,38.0,19.242459648388458,10.0,0,0,0,25.676408229036394,0.5142857142857142
DTM,N,1608189956.719894,21,-1.0983550730025635e-11,0,4.192167039444223e-14,2.6201043996526394e-15,0,16,16,1608192428.655818,1608189870.719519,10.019017300533195,21.0,21.20106171693325,210.0,0,0,0,29.088978103245207,0.8
DTM,N,1608189957.719899,41,-4.454177479409487e-13,0,3.570541729363392e-14,2.100318664331407e-15,0,17,17,1608192448.655818,1608189870.719519,10.020205037487516,41.0,21.421049920078435,10.0,0,0,0,29.23948490425017,0.8
DERAS,Ex,1608189958.719903,16,-4.687504494119899e-20,0,4.529898210904217e-22,1.9695209612627032e-23,6,23,29,1608192468.655818,1608189871.719525,10.034506586804332,16.0,19.20682822368089,50.0,0,0,0,25.661146263297,0.46896551724137936
DERAS,N,1608189959.719908,19,-4.6086790493547254e-21,0,2.276986802546824e-22,9.487445010611766e-24,6,24,30,1608192488.655818,1608189871.719525,10.035694378242315,19.0,19.204580090814794,10.0,0,0,0,25.656201466316254,0.48
DCM,Ex,1608189960.719912,16,-2.7411923771221063e-16,0,8.164075212571648e-19,3.549597918509412e-20,3,23,26,1608192508.655818,1608189869.719499,10.03085985700175,16.0,21.021895252771998,210.0,0,0,0,22.95117088853361,0.6153846153846154
DER,Ux,1608189961.719916,38,-0.0,0,0.0,0.0,5,15,20,1608192528.655818,1608189872.71953,10.02382218323114,38.0,16.003257103951228,170.0,0,0,0,21.00870964588762,0.4
DERAS,Ux,1608189962.719921,37,-2.314936582589271e-21,0,2.3345321370649714e-23,9.338128548259885e-25,6,25,31,1608192548.655818,1608189871.719525,10.036878955635197,37.0,19.391900300385164,50.0,0,0,0,25.78691964199303,0.4903225806451613
DER,N,1608189963.719925,24,-0.0,0,0.0,0.0,5,16,21,1608192568.655818,1608189872.71953,10.025011231649533,24.0,16.086556509118402,30.0,0,0,0,21.052214480558657,0.4190476190476191
DER,Ind,1608189964.719929,39,-0.0,0,0.0,0.0,5,17,22,1608192588.655818,1608189872.71953,10.026201161773692,39.0,16.322777576034706,10.0,0,0,0,21.26589587137339,0.43636363636363634
DER,N,1608189965.719933,36,-0.0,0,0.0,0.0,5,18,23,1608192608.655818,1608189872.71953,10.027391029642363,36.0,16.523565559952722,10.0,0,0,0,21.431200353606975,0.4521739130434783
DTM,N,1608189966.719937,20,-3.7805735957965323e-13,0,1.7828979845563085e-15,9.904988803090602e-17,0,18,18,1608192628.655818,1608189870.719519,10.02138464225273,20.0,21.40669588048168,170.0,0,0,0,29.230839211382364,0.8
DTM,N,1608189967.719941,25,-1.8819478725872146e-14,0,1.5089565759661408e-15,7.941876715611267e-17,0,19,19,1608192648.655818,1608189870.719519,10.022571546387315,25.0,21.442628921676864,10.0,0,0,0,29.242498094729154,0.8
DERAS,Ux,1608189968.719948,17,-2.371884651258011e-22,0,1.107797170237964e-24,4.260758347069092e-26,6,26,32,1608192668.655818,1608189871.719525,10.038058819932116,17.0,19.36821811919323,110.0,0,0,0,25.77535538767897,0.5
rand.csv,16/12/2020
Actor,Message Eval Catagory,Current Time,Transit Time,trust score,reputation,distrust score,certainty,expected message count,unexpected message count,total message count,time stamp,registration date,communication frequency,message transit time,average transit time,time since last communication,timeout count,alert count,other action count,SD transit time,relative factor of certainty
DCM,Ind,1608189869.719499,20,-1.0,0,0.1,0.1,0,1,1,1608190976.627483,1608189869.719499,20.000911651866847,20.0,10.0,0,0,0,0,13.784048752090222,0.8
DTM,N,1608189870.719519,43,-1.0,0,0.1,0.1,0,1,1,1608190986.627483,1608189870.719519,20.000912438179327,43.0,14.333333333333334,0,0,0,0,24.681301964577692,0.8
DERAS,Dis,1608189871.719525,34,-1.0,0,0.1,0.1,0,1,1,1608190996.627483,1608189871.719525,20.000913238407094,34.0,8.5,0,0,0,0,16.91646141090585,0.8
DER,Ex,1608189872.719530,18,0.1,0,0.0,0.1,1,0,1,1608191006.627483,1608189872.71953,20.000914044710786,18.0,3.6,0,0,0,0,7.993747556684537,0.8
DER,N,1608189873.719534,32,-0.9,0,0.0,0.0,1,1,2,1608191026.627483,1608189872.71953,20.00182803041681,32.0,8.333333333333334,10.0,0,0,0,14.618481453283716,0.0
DCM,Dis,1608189874.719538,21,-2.0,0,0.05333819460588748,0.02666909730294374,0,2,2,1608191046.627483,1608189869.719499,20.001822977207798,21.0,11.571428571428571,60.0,0,0,0,14.868470956067693,0.8
DTM,Ind,1608189875.719543,30,-2.0,0,0.045718456201986134,0.022859228100993067,0,2,2,1608191066.627483,1608189870.719519,20.00182458836893,30.0,16.291666666666668,70.0,0,0,0,25.799017146284577,0.8
DCM,Dis,1608189876.719547,36,-0.8000729190883121,0,0.04267638939426643,0.014225463131422143,0,3,3,1608191086.627483,1608189869.719499,20.00273430212606,36.0,14.285714285714285,30.0,0,0,0,17.804493814764854,0.8
DTM,Dis,1608189877.719551,28,-0.685776843029792,0,0.03657976968959445,0.012193256563198149,0,3,3,1608191106.627483,1608189870.719519,20.002736710959482,28.0,17.4625,30.0,0,0,0,26.3900045712357,0.8
DCM,Ex,1608189878.719556,23,-0.41253843081124214,0,0.011382444871273371,0.0037941482904244573,1,3,4,1608191126.627483,1608189869.719499,20.003645515995668,23.0,15.077922077922075,30.0,0,0,0,18.26781286889558,0.4
DCM,Ux,1608189879.719560,23,-0.14797178332655384,0,0.01457284889224919,0.0036432122230622976,1,4,5,1608191146.627483,1608189869.719499,20.004556711366735,23.0,15.738095238095235,10.0,0,0,0,18.640446179376546,0.48
DER,Ind,1608189880.719565,27,-0.0,0,0.0,0.0,1,2,3,1608191166.627483,1608189872.71953,20.00274142909549,27.0,9.76923076923077,130.0,0,0,0,15.86364170690728,0.2666666666666667
DCM,Dis,1608189881.719569,32,-0.17851739893005258,0,0.006478592391518103,0.0012957184783036206,1,5,6,1608191186.627483,1608189869.719499,20.005467686786567,32.0,16.899659863945576,30.0,0,0,0,19.57897668310978,0.5333333333333334
DCM,Ux,1608189882.719573,22,-0.07644739021991362,0,0.008887760432463655,0.0014812934054106092,1,6,7,1608191206.627483,1608189869.719499,20.00637872250156,22.0,17.239682539682537,10.0,0,0,0,19.73791835347076,0.5714285714285715
DERAS,Ind,1608189883.719578,23,-2.0,0,0.01454678235290568,0.00727339117645284,0,2,2,1608191226.627483,1608189871.719525,20.001825735245305,23.0,9.40625,220.0,0,0,0,17.503809109257716,0.8
DERAS,Dis,1608189884.719582,37,-0.2182017352935852,0,0.03491705801858427,0.011639019339528088,0,3,3,1608191246.627483,1608189871.719525,20.002738504579373,37.0,11.029411764705882,10.0,0,0,0,19.12461713060308,0.8
DER,N,1608189885.719586,30,-0.0,0,0.0,0.0,1,3,4,1608191266.627483,1608189872.71953,20.003654525235092,30.0,10.893162393162394,90.0,0,0,0,16.87401264266018,0.4
DERAS,Ux,1608189886.719590,21,-0.4655607735811235,0,0.024834440704105402,0.0062086101760263504,0,4,4,1608191286.627483,1608189871.719525,20.003651064508677,21.0,11.554179566563468,30.0,0,0,0,19.394050772501267,0.8
DCM,Dis,1608189887.719595,20,-0.10220924497333203,0,0.0013830443454580627,0.0001975777636368661,1,7,8,1608191306.627483,1608189869.719499,20.007288520476962,20.0,17.37769841269841,90.0,0,0,0,19.78461833553187,0.6000000000000001
DERAS,Ex,1608189888.719599,45,-0.24213579686502767,0,0.007948834327753073,0.0019872085819382683,1,4,5,1608191326.627483,1608189871.719525,20.004563477140852,45.0,13.146837682441397,30.0,0,0,0,21.145720103527847,0.48
DERAS,Ex,1608189889.719604,37,-0.07551392611365419,0,0.004240539035606016,0.001060134758901504,2,4,6,1608191346.627483,1608189871.719525,20.0054759324914,37.0,14.231072333239517,10.0,0,0,0,22.058569551654195,0.2666666666666667
DER,Dis,1608189890.719608,25,-0.0,0,0.0,0.0,1,4,5,1608191366.627483,1608189872.71953,20.00456729642818,25.0,11.506503158677072,90.0,0,0,0,17.307304785311707,0.48
DTM,Ind,1608189891.719613,43,-0.48773026252792595,0,0.0028907804543627062,0.0007226951135906766,0,4,4,1608191386.627483,1608189870.719519,20.00364706283837,43.0,18.5265625,270.0,0,0,0,27.228322130686823,0.8
DER,Dis,1608189892.719617,19,-0.0,0,0.0,0.0,1,5,6,1608191406.627483,1608189872.71953,20.005480352350272,19.0,11.80624303232999,30.0,0,0,0,17.45697367065853,0.5333333333333334
DERAS,Dis,1608189893.719621,28,-0.050886468427272194,0,0.0005194155171238335,0.0001038831034247667,2,5,7,1608191426.627483,1608189871.719525,20.006387651320985,28.0,14.760646474268766,70.0,0,0,0,22.378966480939503,0.3428571428571429
DER,Ind,1608189894.719626,19,-0.0,0,0.0,0.0,1,6,7,1608191446.627483,1608189872.71953,20.006393266258087,19.0,12.072678475577026,30.0,0,0,0,17.588174134123093,0.5714285714285715
DTM,Ux,1608189895.719630,27,-0.03613475567953383,0,0.0008261255094592053,0.00016522510189184107,0,5,5,1608191466.627483,1608189870.719519,20.004558137533536,27.0,18.829185267857145,70.0,0,0,0,27.365214480293222,0.8
DER,Ex,1608189896.719634,29,-0.0,0,0.0,0.0,2,6,8,1608191486.627483,1608189872.71953,20.00730603916464,29.0,12.65637921779851,30.0,0,0,0,18.05046197063019,0.4
DERAS,Dis,1608189897.719638,23,-0.006025219998636469,0,7.126012513492792e-05,1.1876687522487988e-05,2,6,8,1608191506.627483,1608189871.719525,20.00729904974983,23.0,15.03529159179314,70.0,0,0,0,22.508143418045897,0.4
DER,Dis,1608189898.719643,30,-0.0,0,0.0,0.0,2,7,9,1608191526.627483,1608189872.71953,20.008218559657777,30.0,13.215850855934042,30.0,0,0,0,18.497643042705963,0.4444444444444445
DERAS,Ind,1608189899.719647,45,-0.0008076147515291832,0,2.4643242510824947e-05,3.5204632158321354e-06,2,7,9,1608191546.627483,1608189871.719525,20.00821075899528,45.0,15.971688729549605,30.0,0,0,0,23.414507800953114,0.4444444444444445
DERAS,Dis,1608189900.719652,35,-0.00027459613083490655,0,2.7049489907269813e-05,3.3811862384087266e-06,2,8,10,1608191566.627483,1608189871.719525,20.00912256377551,35.0,16.548304222593558,10.0,0,0,0,23.83072771256632,0.48
DTM,Dis,1608189901.719656,45,-0.009913506113510464,0,0.00014423587768291708,2.4039312947152846e-05,0,6,6,1608191586.627483,1608189870.719519,20.005468251411862,45.0,19.59891511292017,110.0,0,0,0,27.980330592430686,0.8
DCM,Dis,1608189902.719660,15,-0.015608643327312422,0,6.78552527521464e-05,8.4819065940183e-06,1,8,9,1608191606.627483,1608189869.719499,20.008194497783578,15.0,17.309764172335598,290.0,0,0,0,19.745961571072467,0.6222222222222222
DCM,Ind,1608189903.719664,21,-0.0007548896868676287,0,9.775604544479779e-05,1.0861782827199754e-05,1,9,10,1608191626.627483,1608189869.719499,20.009104650443167,21.0,17.412270723104054,10.0,0,0,0,19.787828139621,0.6400000000000001
DER,Ex,1608189904.719669,43,-0.0,0,0.0,0.0,3,7,10,1608191646.627483,1608189872.71953,20.009129236914088,43.0,14.020827859827717,110.0,0,0,0,19.400704674373188,0.32000000000000006
DTM,Ux,1608189905.719673,18,-0.0016827519063006993,0,3.8475167712404775e-05,5.496452530343539e-06,0,7,7,1608191666.627483,1608189870.719519,20.00637861249778,18.0,19.556838399422272,70.0,0,0,0,27.95734171946192,0.8
DER,Ux,1608189906.719677,20,-0.0,0,0.0,0.0,3,8,11,1608191686.627483,1608189872.71953,20.010041523607235,20.0,14.174139965985981,30.0,0,0,0,19.46999178998531,0.3636363636363637
DCM,Ind,1608189907.719682,27,-0.0010753164998927756,0,2.0323114984438453e-05,2.0323114984438453e-06,1,10,11,1608191706.627483,1608189869.719499,20.010013788423937,27.0,17.651963955026453,70.0,0,0,0,19.939339138614802,0.6545454545454545
DTM,Ux,1608189908.719686,38,-0.00043971620242748313,0,1.4076046736771975e-05,1.7595058420964968e-06,0,8,8,1608191726.627483,1608189870.719519,20.00728916040648,38.0,20.006671609192463,50.0,0,0,0,28.252547693965642,0.8
DTM,Ux,1608189909.719690,36,-0.00015835552578868472,0,2.5347272203719915e-05,2.8163635781911017e-06,0,9,9,1608191746.627483,1608189870.719519,20.00819996450915,36.0,20.387465142306926,10.0,0,0,0,28.48539561151557,0.8
DCM,Ux,1608189910.719696,45,-0.00022152195333037913,0,5.9647028980103134e-06,5.422457180009376e-07,1,11,12,1608191766.627483,1608189869.719499,20.01092297180349,45.0,18.287964793281652,50.0,0,0,0,20.633997559198427,0.6666666666666667
DTM,Dis,1608189911.719701,17,-0.00028163635781911016,0,1.5027447944247425e-05,1.5027447944247424e-06,0,10,10,1608191786.627483,1608189870.719519,20.009110410070807,17.0,20.310477298163587,30.0,0,0,0,28.454114519920687,0.8
DERAS,N,1608189912.719705,15,-0.00029754438897996793,0,1.347804348350231e-06,1.497560387055812e-07,2,9,11,1608191806.627483,1608189871.719525,20.010030251111367,15.0,16.513897462091478,230.0,0,0,0,23.812017261280783,0.5090909090909091
DTM,Dis,1608189913.719709,37,-0.00016530192738672166,0,8.820520017515799e-06,8.018654561377998e-07,0,11,11,1608191826.627483,1608189870.719519,20.010020807743608,37.0,20.673293009073074,30.0,0,0,0,28.681028710719207,0.8
DERAS,Dis,1608189914.719713,33,-1.467609179314696e-05,0,5.32757210933905e-07,5.32757210933905e-08,2,10,12,1608191846.627483,1608189871.719525,20.010941377761817,33.0,16.864665601195917,30.0,0,0,0,24.046224058607145,0.5333333333333334
DERAS,Dis,1608189915.719717,45,-5.753777878086174e-06,0,6.495288794604849e-07,5.904807995095318e-08,2,11,13,1608191866.627483,1608189871.719525,20.011852793778317,45.0,17.450818401171002,10.0,0,0,0,24.581018560407138,0.5538461538461539
DERAS,Ux,1608189916.719722,29,-6.967673434212475e-06,0,8.103190616143662e-07,6.752658846786386e-08,2,12,14,1608191886.627483,1608189871.719525,20.012764160480405,29.0,17.686515984820574,10.0,0,0,0,24.712208203839264,0.5714285714285715
DERAS,Ux,1608189917.719726,20,-8.643403323886574e-06,0,1.0307098494679882e-06,7.928537303599909e-08,2,13,15,1608191906.627483,1608189871.719525,20.01367539613958,20.0,17.73278566512416,10.0,0,0,0,24.723606822851917,0.5866666666666668
DCM,Ind,1608189918.719731,45,-6.452724044211157e-05,0,5.876412102893498e-07,4.897010085744582e-08,1,12,13,1608191926.627483,1608189869.719499,20.01183007452751,45.0,18.81173018949182,150.0,0,0,0,21.1885597315786,0.676923076923077
DER,Dis,1608189919.719735,41,-0.0,0,0.0,0.0,3,9,12,1608191946.627483,1608189872.71953,20.01094961697699,41.0,14.69002188971702,250.0,0,0,0,19.998592438723573,0.4
DCM,N,1608189920.719739,37,-6.317143010610511e-06,0,2.912076840871586e-07,2.2400591083627585e-08,1,13,14,1608191966.627483,1608189869.719499,20.01273925821812,37.0,19.15490509157688,30.0,0,0,0,21.477527122934056,0.6857142857142858
DCM,N,1608189921.719744,27,-3.113682160624234e-06,0,4.351669132454267e-07,3.108335094610191e-08,1,14,15,1608191986.627483,1608189869.719499,20.013648749219634,27.0,19.300184626918046,10.0,0,0,0,21.560207891939648,0.6933333333333334
DCM,N,1608189922.719748,31,-4.631419290969184e-06,0,6.53225507911468e-07,4.3548367194097866e-08,1,15,16,1608192006.627483,1608189869.719499,20.014558032144013,31.0,19.512908542792264,10.0,0,0,0,21.704277356722972,0.7000000000000001
DCM,Ind,1608189923.719752,45,-6.9241903838615605e-06,0,9.844415122513823e-07,6.15275945157114e-08,1,16,17,1608192026.627483,1608189869.719499,20.015467363470872,45.0,19.968035175956686,10.0,0,0,0,22.162881105238533,0.7058823529411765
DER,N,1608189924.719756,15,-0.0,0,0.0,0.0,3,10,13,1608192046.627483,1608189872.71953,20.011859888302954,15.0,14.695460102178124,90.0,0,0,0,19.994070465682874,0.4307692307692308
DER,Ex,1608189925.719760,36,-0.0,0,0.0,0.0,4,10,14,1608192066.627483,1608189872.71953,20.012771774387513,36.0,15.062779755588847,10.0,0,0,0,20.315563049433813,0.3428571428571429
DERAS,Ex,1608189926.719764,24,-1.0069242375571885e-05,0,6.067419816102612e-08,4.667246012386625e-09,3,13,16,1608192086.627483,1608189871.719525,20.01458255725108,24.0,17.839009636901718,170.0,0,0,0,24.768902691115738,0.5
DTM,Ind,1608189927.719768,45,-9.622385473653597e-05,0,5.705269617233792e-07,4.754391347694827e-08,0,12,12,1608192106.627483,1608189870.719519,20.01092661573956,45.0,21.078738125588522,270.0,0,0,0,28.99119127252972,0.8
DCM,Dis,1608189928.719772,36,-1.0398163473155225e-05,0,1.6542427134370897e-07,9.73083949080641e-09,1,17,18,1608192126.627483,1608189869.719499,20.016374486096655,36.0,20.230854271432808,90.0,0,0,0,22.36778052059604,0.7111111111111111
DERAS,Dis,1608189929.719777,33,-6.394127036969676e-07,0,1.354000277303837e-08,9.671430552170264e-10,3,14,17,1608192146.627483,1608189871.719525,20.01549236454378,33.0,18.083541739532333,50.0,0,0,0,24.925321430321496,0.5176470588235293
DERAS,Ind,1608189930.719783,21,-1.421700291169029e-07,0,1.548698018271629e-08,1.0324653455144194e-09,3,15,18,1608192166.627483,1608189871.719525,20.016403079119737,21.0,18.129834727793725,10.0,0,0,0,24.93895315503791,0.5333333333333334
DERAS,Dis,1608189931.719787,44,-1.6209705924576383e-07,0,1.810010096514905e-08,1.1312563103218156e-09,3,16,19,1608192186.627483,1608189871.719525,20.017313590433865,44.0,18.53405606017195,10.0,0,0,0,25.287208856016175,0.5473684210526316
DER,N,1608189932.719792,25,-0.0,0,0.0,0.0,4,11,15,1608192206.627483,1608189872.71953,20.013680420238835,25.0,15.215660067041327,130.0,0,0,0,20.403587064859085,0.37333333333333335
DERAS,N,1608189933.719796,24,-1.8891980382374322e-07,0,7.18624863621795e-09,4.2272050801282055e-10,3,17,20,1608192226.627483,1608189871.719525,20.018223362877546,24.0,18.616873392593586,30.0,0,0,0,25.32082412302358,0.5599999999999999
DER,N,1608189934.719800,34,-0.0,0,0.0,0.0,4,12,16,1608192246.627483,1608189872.71953,20.01459150810675,34.0,15.4960233496228,30.0,0,0,0,20.630170345600277,0.4
DERAS,Ux,1608189935.719805,21,-7.482152991826923e-08,0,2.901427942947457e-09,1.6119044127485873e-10,3,18,21,1608192266.627483,1608189871.719525,20.019133225193386,21.0,18.651919372114268,30.0,0,0,0,25.329858131910786,0.5714285714285715
DCM,Ind,1608189936.719809,33,-1.7418202688543473e-06,0,1.673100018238002e-08,9.295000101322233e-10,1,18,19,1608192286.627483,1608189869.719499,20.017278959119167,33.0,20.41591435445552,150.0,0,0,0,22.49720769612711,0.7157894736842105
DCM,Ex,1608189937.719813,42,-1.6545100180353573e-07,0,2.143515473832867e-08,1.1908419299071483e-09,2,18,20,1608192306.627483,1608189869.719499,20.018187145745504,42.0,20.724258435106155,10.0,0,0,0,22.776620775226604,0.6400000000000001
DERAS,Ind,1608189938.719817,18,-3.0142612518398586e-08,0,7.134690471846322e-10,3.755100248340169e-11,3,19,22,1608192326.627483,1608189871.719525,20.020041203402684,18.0,18.642737409126745,50.0,0,0,0,25.32133710586432,0.5818181818181819
